comm_id,trader_id,timestamp,channel,sentiment,is_flagged,linked_trade_id,counterparty_id,keyword_hits
COM0000047,TRD0112,2024-07-10 08:44:56.172161939,Phone,Neutral,1,TRD0065371,TRD0122,9
COM0000048,TRD0411,2023-06-28 10:59:08.976301755,Bloomberg,Neutral,1,TRD0034300,TRD0419,13
COM0000049,TRD0362,2023-06-17 22:35:56.522744678,Chat,Neutral,1,TRD0068966,TRD0302,8
COM0000050,TRD0143,2024-01-05 16:08:54.976195313,Chat,Neutral,1,TRD0099705,TRD0004,9
COM0000051,TRD0009,2024-05-19 00:49:05.117766448,Email,Neutral,1,TRD0022697,TRD0404,13
COM0000052,TRD0153,2024-09-28 19:15:14.049693326,Chat,Neutral,1,TRD0054572,TRD0495,14
COM0000053,TRD0346,2024-12-08 08:25:35.860425273,Email,Neutral,1,TRD0022388,TRD0324,6
COM0000054,TRD0135,2024-07-27 22:27:34.475785598,Bloomberg,Neutral,1,TRD0023526,TRD0385,3
COM0000055,TRD0219,2023-03-16 03:14:59.707744692,Phone,Neutral,1,TRD0017882,TRD0454,14
COM0000056,TRD0372,2024-04-15 00:15:08.069655711,Phone,Neutral,1,TRD0076535,TRD0012,13
COM0000057,TRD0260,2023-08-27 05:24:16.262389458,Phone,Neutral,1,TRD0100589,TRD0260,7
COM0000058,TRD0403,2023-01-05 13:50:40.292600822,Phone,Negative,1,TRD0045812,TRD0240,3
COM0000059,TRD0272,2023-03-19 17:33:39.094863420,Email,Positive,1,TRD0021546,TRD0411,3
COM0000060,TRD0449,2024-02-25 23:21:21.306275701,Email,Negative,1,TRD0081167,TRD0164,6
COM0000061,TRD0227,2023-12-15 06:47:53.074031278,Email,Negative,1,TRD0009953,TRD0020,3
COM0000062,TRD0133,2024-12-22 18:20:00.464363601,Phone,Negative,1,TRD0003149,TRD0040,9
COM0000063,TRD0071,2024-01-15 16:41:08.211381529,Email,Neutral,1,TRD0041998,TRD0285,7
COM0000064,TRD0310,2023-03-15 02:07:21.623973177,Bloomberg,Neutral,1,TRD0108049,TRD0329,8
COM0000065,TRD0248,2024-11-09 02:09:02.079396643,Chat,Neutral,1,TRD0022422,TRD0298,6
COM0000066,TRD0331,2024-03-07 00:28:42.950301235,Email,Negative,1,TRD0107910,TRD0445,5
COM0000067,TRD0354,2023-09-04 13:09:38.034913775,Chat,Urgent,1,TRD0057736,TRD0306,3
COM0000068,TRD0328,2024-12-28 11:13:20.727287122,Chat,Negative,1,TRD0043627,TRD0277,9
COM0000069,TRD0364,2024-03-05 06:25:44.564770272,Email,Neutral,1,TRD0035672,TRD0168,13
COM0000070,TRD0183,2023-11-18 08:14:04.758046395,Bloomberg,Neutral,1,TRD0052390,TRD0218,14
COM0000071,TRD0352,2023-05-04 07:27:26.265954590,Email,Neutral,1,TRD0014277,TRD0413,8
COM0000072,TRD0480,2024-02-17 22:55:19.616497088,Phone,Positive,1,TRD0051122,TRD0491,12
COM0000073,TRD0239,2024-04-14 04:50:47.655018843,Phone,Positive,1,TRD0066222,TRD0184,7
COM0000074,TRD0063,2023-06-09 17:16:23.270552874,Email,Neutral,1,TRD0088358,TRD0395,3
COM0000075,TRD0275,2023-11-02 07:05:21.174445092,Email,Neutral,1,TRD0066167,TRD0375,10
COM0000076,TRD0185,2024-12-29 00:36:37.414061945,Chat,Negative,1,TRD0107470,TRD0365,3
COM0000077,TRD0328,2024-12-27 16:46:18.832196869,Chat,Neutral,1,TRD0043627,TRD0383,6
COM0000078,TRD0341,2023-08-30 00:32:24.983487124,Phone,Urgent,1,TRD0069909,TRD0239,4
COM0000079,TRD0153,2024-05-18 18:17:28.831966611,Phone,Neutral,1,TRD0000478,TRD0180,12
COM0000080,TRD0480,2024-03-26 11:17:28.013389283,Chat,Neutral,1,TRD0045631,TRD0399,4
COM0000081,TRD0040,2023-10-25 14:31:45.818811579,Email,Positive,1,TRD0005085,TRD0348,8
COM0000082,TRD0306,2024-01-29 04:27:22.260659730,Phone,Neutral,1,TRD0098170,TRD0191,6
COM0000083,TRD0033,2024-12-06 19:41:26.828693890,Chat,Positive,1,TRD0019249,TRD0428,7
COM0000084,TRD0463,2023-07-13 22:51:52.145131535,Chat,Neutral,1,TRD0101874,TRD0226,8
COM0000085,TRD0270,2024-11-19 16:05:40.241343377,Email,Neutral,1,TRD0039577,TRD0270,3
COM0000086,TRD0179,2023-03-02 18:18:22.174480013,Phone,Neutral,1,TRD0092968,TRD0211,14
COM0000087,TRD0414,2023-03-23 18:54:11.175111003,Email,Negative,1,TRD0066351,TRD0474,5
COM0000088,TRD0437,2023-10-11 16:30:08.091117497,Chat,Negative,1,TRD0023038,TRD0485,13
COM0000089,TRD0089,2024-09-29 04:41:36.733143081,Chat,Urgent,1,TRD0105149,TRD0083,7
COM0000090,TRD0092,2023-05-16 17:39:36.417372711,Email,Urgent,1,TRD0077233,TRD0240,11
COM0000091,TRD0037,2024-05-30 06:31:24.856513180,Email,Neutral,1,TRD0021608,TRD0251,6
COM0000092,TRD0070,2024-02-10 08:37:31.014772934,Bloomberg,Negative,1,TRD0104134,TRD0233,6
COM0000093,TRD0308,2023-07-15 02:56:06.388475160,Chat,Neutral,1,TRD0000953,TRD0312,13
COM0000094,TRD0245,2023-09-21 14:42:43.883943540,Email,Urgent,1,TRD0029242,TRD0263,3
COM0000095,TRD0087,2024-09-13 17:45:47.181257978,Chat,Negative,1,TRD0030956,TRD0149,6
COM0000096,TRD0007,2023-02-13 23:51:58.136383507,Phone,Neutral,1,TRD0056473,TRD0458,14
COM0000097,TRD0374,2024-11-01 06:07:44.047667884,Email,Neutral,1,TRD0108668,TRD0180,9
COM0000098,TRD0322,2024-10-30 06:04:51.530235719,Email,Neutral,1,TRD0100493,TRD0460,9
COM0000099,TRD0434,2024-07-27 06:59:14.172690707,Chat,Negative,1,TRD0102777,TRD0056,3
COM0000100,TRD0273,2023-12-10 19:25:50.260258238,Email,Neutral,1,TRD0033399,TRD0173,9
COM0000101,TRD0280,2023-06-25 15:28:27.569312706,Bloomberg,Neutral,1,TRD0016119,TRD0269,9
COM0000102,TRD0013,2024-08-21 11:47:12.115571433,Email,Neutral,1,TRD0059745,TRD0336,8
COM0000103,TRD0064,2023-04-02 08:28:29.445057824,Bloomberg,Neutral,1,TRD0031703,TRD0310,6
COM0000104,TRD0315,2023-11-26 08:00:15.881188860,Email,Neutral,1,TRD0027377,TRD0485,14
COM0000105,TRD0428,2023-01-18 07:21:04.635947514,Bloomberg,Negative,1,TRD0037290,TRD0367,13
COM0000106,TRD0499,2024-12-21 09:59:16.360111592,Chat,Positive,1,TRD0007025,TRD0169,13
COM0000107,TRD0439,2023-11-27 18:28:38.052325734,Email,Neutral,1,TRD0098008,TRD0173,9
COM0000108,TRD0262,2023-02-25 07:48:05.543507060,Email,Positive,1,TRD0017805,TRD0233,5
COM0000109,TRD0205,2023-09-12 18:58:51.441109431,Chat,Neutral,1,TRD0015815,TRD0152,8
COM0000110,TRD0449,2024-02-25 21:51:51.069598848,Phone,Negative,1,TRD0081167,TRD0174,12
COM0000111,TRD0216,2023-09-24 18:34:09.898310468,Phone,Positive,1,TRD0046514,TRD0231,3
COM0000112,TRD0004,2023-11-16 15:21:47.787801744,Phone,Positive,1,TRD0054622,TRD0481,4
COM0000113,TRD0366,2023-04-14 00:20:45.774104650,Phone,Positive,1,TRD0082368,TRD0468,9
COM0000114,TRD0498,2023-01-26 04:01:28.908425879,Chat,Neutral,1,TRD0063120,TRD0154,6
COM0000115,TRD0058,2024-08-17 20:52:21.310070710,Chat,Neutral,1,TRD0073907,TRD0023,6
COM0000116,TRD0417,2024-02-04 18:47:05.584069237,Email,Positive,1,TRD0008406,TRD0077,6
COM0000117,TRD0358,2023-01-17 09:32:01.924562036,Email,Neutral,1,TRD0094204,TRD0217,5
COM0000118,TRD0227,2024-05-10 09:49:49.210549280,Chat,Positive,1,TRD0031231,TRD0010,13
COM0000119,TRD0427,2024-05-27 16:15:10.202394177,Chat,Positive,1,TRD0063032,TRD0233,10
COM0000120,TRD0043,2024-08-12 17:01:01.310965081,Email,Urgent,1,TRD0005320,TRD0249,13
COM0000121,TRD0410,2024-04-19 05:35:01.925377366,Chat,Neutral,1,TRD0020435,TRD0082,8
COM0000122,TRD0383,2024-07-03 22:30:49.096915349,Phone,Positive,1,TRD0085232,TRD0205,9
COM0000123,TRD0160,2024-08-07 02:27:59.970589683,Email,Neutral,1,TRD0047620,TRD0230,4
COM0000124,TRD0082,2023-01-06 11:56:21.662769952,Email,Neutral,1,TRD0005557,TRD0228,11
COM0000125,TRD0400,2024-12-17 21:26:29.584611400,Phone,Negative,1,TRD0098494,TRD0121,13
COM0000126,TRD0446,2024-03-10 15:20:52.581150335,Chat,Neutral,1,TRD0068859,TRD0373,10
COM0000127,TRD0204,2023-02-09 05:32:41.880405256,Phone,Neutral,1,TRD0056663,TRD0077,12
COM0000128,TRD0490,2023-01-23 18:15:12.676138218,Chat,Neutral,1,TRD0074850,TRD0294,11
COM0000129,TRD0100,2024-05-29 15:19:42.890289802,Email,Positive,1,TRD0071904,TRD0023,12
COM0000130,TRD0342,2023-11-16 11:39:35.977922348,Email,Neutral,1,TRD0086020,TRD0142,13
COM0000131,TRD0386,2024-09-11 11:01:31.126220222,Phone,Urgent,1,TRD0000365,TRD0257,12
COM0000132,TRD0038,2023-01-28 04:03:56.396405901,Phone,Urgent,1,TRD0104223,TRD0197,9
COM0000133,TRD0242,2024-08-10 19:34:53.137234011,Chat,Neutral,1,TRD0087974,TRD0446,12
COM0000134,TRD0058,2024-01-01 11:12:02.676639675,Email,Neutral,1,TRD0061316,TRD0238,6
COM0000135,TRD0489,2024-02-14 11:29:42.406847290,Chat,Neutral,1,TRD0108360,TRD0200,12
COM0000136,TRD0029,2024-09-27 02:39:11.675843839,Chat,Neutral,1,TRD0013060,TRD0064,13
COM0000137,TRD0462,2024-01-15 18:33:49.544194565,Bloomberg,Neutral,1,TRD0097171,TRD0279,4
COM0000138,TRD0258,2023-02-16 11:01:04.305986222,Bloomberg,Neutral,1,TRD0051953,TRD0005,6
COM0000139,TRD0432,2023-03-09 15:03:43.841601276,Chat,Neutral,1,TRD0068867,TRD0248,4
COM0000140,TRD0123,2024-10-06 21:05:58.492759307,Phone,Neutral,1,TRD0102526,TRD0051,6
COM0000141,TRD0273,2024-02-13 20:21:32.746095328,Email,Negative,1,TRD0083196,TRD0223,3
COM0000142,TRD0091,2024-06-20 03:29:09.425187121,Chat,Positive,1,TRD0090307,TRD0262,13
COM0000143,TRD0393,2024-11-27 23:56:58.184071658,Email,Positive,1,TRD0073747,TRD0144,5
COM0000144,TRD0385,2023-08-28 09:48:25.318327591,Email,Neutral,1,TRD0028464,TRD0388,12
COM0000145,TRD0133,2023-06-22 19:50:11.368418022,Email,Positive,1,TRD0090190,TRD0042,9
COM0000146,TRD0403,2023-01-06 05:42:13.315483692,Email,Negative,1,TRD0045812,TRD0292,3
COM0000147,TRD0159,2023-06-29 01:56:46.454123384,Email,Positive,1,TRD0053407,TRD0402,8
COM0000148,TRD0412,2023-01-25 14:58:00.660683823,Email,Neutral,1,TRD0092481,TRD0145,12
COM0000149,TRD0085,2023-04-16 10:36:54.202107685,Email,Negative,1,TRD0004881,TRD0412,8
COM0000150,TRD0161,2024-12-08 06:15:07.576664016,Email,Neutral,1,TRD0028041,TRD0294,12
COM0000151,TRD0498,2023-03-19 23:03:49.028583248,Email,Positive,1,TRD0011212,TRD0180,5
COM0000152,TRD0065,2024-12-28 13:54:18.385659107,Bloomberg,Neutral,1,TRD0045925,TRD0157,3
COM0000153,TRD0230,2023-04-25 07:54:50.487384077,Chat,Neutral,1,TRD0021682,TRD0475,13
COM0000154,TRD0427,2023-11-04 23:53:19.098724855,Chat,Neutral,1,TRD0073147,TRD0028,14
COM0000155,TRD0354,2023-12-10 23:46:13.702772560,Chat,Neutral,1,TRD0104533,TRD0028,12
COM0000156,TRD0231,2023-10-12 03:17:41.823010299,Email,Neutral,1,TRD0015081,TRD0424,6
COM0000157,TRD0105,2024-09-14 14:49:56.366765608,Email,Negative,1,TRD0074386,TRD0287,3
COM0000158,TRD0089,2024-08-06 17:49:31.700251875,Phone,Negative,1,TRD0057455,TRD0160,5
COM0000159,TRD0159,2023-01-10 22:02:26.620197960,Bloomberg,Neutral,1,TRD0049025,TRD0347,6
COM0000160,TRD0095,2023-10-28 09:15:43.409495020,Chat,Neutral,1,TRD0034919,TRD0421,4
COM0000161,TRD0331,2023-09-03 00:07:11.004624824,Email,Neutral,1,TRD0034739,TRD0087,5
COM0000162,TRD0463,2023-10-29 16:16:29.453968744,Email,Neutral,1,TRD0062075,TRD0204,4
COM0000163,TRD0260,2023-08-27 06:15:48.593744314,Email,Positive,1,TRD0100589,TRD0467,3
COM0000164,TRD0079,2024-12-10 18:27:13.753521849,Email,Neutral,1,TRD0033995,TRD0083,14
COM0000165,TRD0262,2023-02-18 09:16:39.924897327,Bloomberg,Neutral,1,TRD0018119,TRD0354,11
COM0000166,TRD0298,2024-05-11 17:34:57.594108306,Email,Neutral,1,TRD0010634,TRD0429,14
COM0000167,TRD0050,2023-02-24 14:42:25.094104232,Chat,Urgent,1,TRD0043278,TRD0347,12
COM0000168,TRD0475,2023-07-09 10:03:55.571421891,Email,Urgent,1,TRD0004072,TRD0332,7
COM0000169,TRD0491,2023-05-30 11:13:48.427817946,Email,Positive,1,TRD0025236,TRD0097,10
COM0000170,TRD0451,2023-05-26 19:07:13.969510649,Email,Positive,1,TRD0077874,TRD0298,5
COM0000171,TRD0113,2024-04-01 17:21:51.397174822,Chat,Negative,1,TRD0065611,TRD0002,14
COM0000172,TRD0421,2023-09-11 11:32:26.946465702,Phone,Negative,1,TRD0035867,TRD0499,9
COM0000173,TRD0429,2024-04-11 21:36:53.998943284,Chat,Urgent,1,TRD0021289,TRD0137,12
COM0000174,TRD0295,2023-05-05 15:09:15.258258557,Chat,Positive,1,TRD0075771,TRD0350,12
COM0000175,TRD0277,2023-05-06 02:22:29.888322763,Chat,Positive,1,TRD0058144,TRD0419,6
COM0000176,TRD0189,2023-06-01 10:57:29.003426971,Email,Positive,1,TRD0011621,TRD0244,11
COM0000177,TRD0246,2024-10-17 15:59:53.949891086,Chat,Positive,1,TRD0005110,TRD0274,6
COM0000178,TRD0170,2023-06-25 10:32:02.212859303,Chat,Neutral,1,TRD0041403,TRD0206,12
COM0000179,TRD0162,2023-07-30 22:17:47.585262644,Email,Positive,1,TRD0101009,TRD0199,7
COM0000180,TRD0189,2023-02-21 23:48:27.666494659,Chat,Neutral,1,TRD0098316,TRD0490,6
COM0000181,TRD0047,2024-03-24 02:16:11.135394148,Phone,Neutral,1,TRD0060728,TRD0144,4
COM0000182,TRD0309,2023-11-01 23:37:49.564485813,Email,Negative,1,TRD0096762,TRD0009,11
COM0000183,TRD0258,2023-08-07 11:18:29.072714058,Email,Neutral,1,TRD0064332,TRD0042,3
COM0000184,TRD0261,2023-05-26 21:12:34.183873756,Chat,Positive,1,TRD0043813,TRD0044,9
COM0000185,TRD0027,2024-03-11 14:51:26.870833153,Email,Negative,1,TRD0095479,TRD0365,4
COM0000186,TRD0426,2023-05-06 00:36:30.799752642,Chat,Neutral,1,TRD0086647,TRD0044,7
COM0000187,TRD0094,2024-02-14 04:25:05.657155495,Email,Positive,1,TRD0095579,TRD0115,3
COM0000188,TRD0068,2024-05-20 13:42:08.609313844,Chat,Neutral,1,TRD0004189,TRD0100,10
COM0000189,TRD0095,2023-05-23 17:45:08.847257923,Phone,Negative,1,TRD0037265,TRD0221,10
COM0000190,TRD0021,2024-11-21 22:21:21.797440711,Bloomberg,Neutral,1,TRD0097358,TRD0208,4
COM0000191,TRD0026,2024-04-13 21:21:01.772649254,Bloomberg,Neutral,1,TRD0094167,TRD0466,14
COM0000192,TRD0344,2024-05-27 06:40:57.106737556,Email,Neutral,1,TRD0089446,TRD0314,7
COM0000193,TRD0038,2024-11-01 12:55:07.207026845,Bloomberg,Neutral,1,TRD0063827,TRD0252,13
COM0000194,TRD0084,2024-12-29 08:29:50.690311300,Chat,Neutral,1,TRD0036078,TRD0066,13
COM0000195,TRD0209,2023-01-18 08:13:08.367615706,Chat,Positive,1,TRD0029053,TRD0359,4
COM0000196,TRD0113,2024-07-04 19:20:19.620253377,Email,Neutral,1,TRD0077619,TRD0054,11
COM0000197,TRD0098,2023-02-19 01:44:28.739403493,Email,Positive,1,TRD0109790,TRD0498,5
COM0000198,TRD0464,2024-06-15 05:29:34.223066834,Phone,Neutral,1,TRD0096818,TRD0249,14
COM0000199,TRD0122,2024-09-30 14:23:50.995055027,Email,Positive,1,TRD0002583,TRD0157,10
COM0000200,TRD0314,2024-03-29 06:53:49.830328838,Bloomberg,Neutral,1,TRD0013602,TRD0250,3
COM0000201,TRD0334,2023-11-05 03:24:45.518564851,Chat,Urgent,1,TRD0078256,TRD0467,8
COM0000202,TRD0342,2024-02-14 09:46:44.243599827,Chat,Negative,1,TRD0075866,TRD0278,12
COM0000203,TRD0470,2024-02-13 15:22:26.981462804,Bloomberg,Neutral,1,TRD0043829,TRD0229,8
COM0000204,TRD0435,2024-10-12 02:07:45.628830459,Email,Neutral,1,TRD0078105,TRD0110,14
COM0000205,TRD0334,2023-11-03 17:18:25.391606532,Email,Neutral,1,TRD0078256,TRD0218,9
COM0000206,TRD0004,2023-01-16 23:42:17.881086280,Email,Neutral,1,TRD0068208,TRD0199,13
COM0000207,TRD0185,2024-01-25 05:20:49.118547628,Email,Neutral,1,TRD0053781,TRD0419,5
COM0000208,TRD0352,2024-07-09 15:18:34.184536719,Chat,Urgent,1,TRD0100930,TRD0320,12
COM0000209,TRD0110,2023-06-14 11:50:37.093552560,Email,Neutral,1,TRD0037864,TRD0228,6
COM0000210,TRD0126,2023-05-19 23:31:21.924286346,Email,Neutral,1,TRD0030831,TRD0227,4
COM0000211,TRD0455,2024-04-05 15:02:54.733127886,Phone,Urgent,1,TRD0019730,TRD0279,7
COM0000212,TRD0421,2023-11-26 22:39:55.524035226,Chat,Neutral,1,TRD0028448,TRD0180,5
COM0000213,TRD0144,2024-10-25 03:07:28.019940373,Chat,Neutral,1,TRD0077093,TRD0306,6
COM0000214,TRD0173,2023-03-03 15:19:13.709482784,Email,Neutral,1,TRD0001461,TRD0485,8
COM0000215,TRD0244,2023-10-02 09:42:43.478189010,Email,Neutral,1,TRD0031897,TRD0251,5
COM0000216,TRD0060,2024-02-29 18:35:57.018869962,Phone,Positive,1,TRD0047091,TRD0265,12
COM0000217,TRD0252,2023-08-07 05:47:16.868124446,Bloomberg,Neutral,1,TRD0025590,TRD0436,4
COM0000218,TRD0377,2023-07-21 22:28:27.004748598,Phone,Positive,1,TRD0011893,TRD0432,13
COM0000219,TRD0007,2023-02-14 19:07:33.846807221,Email,Positive,1,TRD0056473,TRD0439,7
COM0000220,TRD0457,2023-11-16 15:42:43.208817456,Email,Positive,1,TRD0095235,TRD0137,3
COM0000221,TRD0150,2023-02-24 11:16:34.189295448,Phone,Neutral,1,TRD0004824,TRD0466,7
COM0000222,TRD0281,2023-09-23 09:21:50.392243533,Phone,Neutral,1,TRD0060453,TRD0465,8
COM0000223,TRD0013,2024-07-18 00:37:49.269230602,Chat,Negative,1,TRD0049871,TRD0317,12
COM0000224,TRD0015,2024-10-11 17:50:25.443233908,Chat,Neutral,1,TRD0052154,TRD0484,3
COM0000225,TRD0416,2023-03-21 09:24:13.780171179,Email,Neutral,1,TRD0039298,TRD0220,14
COM0000226,TRD0284,2024-02-26 17:29:07.230302613,Phone,Neutral,1,TRD0018943,TRD0352,7
COM0000227,TRD0379,2023-11-08 08:07:13.362795486,Email,Neutral,1,TRD0018956,TRD0116,10
COM0000228,TRD0434,2024-06-29 18:14:08.247913079,Chat,Neutral,1,TRD0005293,TRD0392,14
COM0000229,TRD0139,2023-02-02 19:11:27.832092941,Phone,Neutral,1,TRD0084595,TRD0354,14
COM0000230,TRD0171,2024-08-27 15:36:54.942941021,Email,Negative,1,TRD0040029,TRD0056,10
COM0000231,TRD0424,2023-11-11 08:43:24.506947212,Email,Negative,1,TRD0074769,TRD0295,6
COM0000232,TRD0365,2023-03-15 18:01:18.582772240,Email,Positive,1,TRD0000624,TRD0109,9
COM0000233,TRD0468,2023-12-28 14:32:57.142597604,Email,Urgent,1,TRD0034474,TRD0159,13
COM0000234,TRD0257,2023-08-06 23:32:47.314612759,Phone,Neutral,1,TRD0033854,TRD0061,3
COM0000235,TRD0223,2024-05-09 01:10:48.100255903,Phone,Neutral,1,TRD0016248,TRD0451,5
COM0000236,TRD0455,2023-06-24 06:24:34.730285009,Email,Neutral,1,TRD0105944,TRD0305,3
COM0000237,TRD0004,2023-06-14 22:04:17.271622895,Bloomberg,Positive,1,TRD0038198,TRD0483,6
COM0000238,TRD0070,2023-01-29 16:42:18.640077464,Chat,Neutral,1,TRD0039131,TRD0463,3
COM0000239,TRD0091,2023-02-09 04:44:30.319246461,Email,Neutral,1,TRD0009452,TRD0332,11
COM0000240,TRD0269,2023-10-21 05:45:40.263488670,Chat,Neutral,1,TRD0106377,TRD0174,6
COM0000241,TRD0080,2023-12-20 04:44:10.980319108,Email,Neutral,1,TRD0057438,TRD0231,6
COM0000242,TRD0088,2024-10-22 14:42:32.933540199,Chat,Neutral,1,TRD0079841,TRD0107,3
COM0000243,TRD0390,2024-05-28 21:53:29.562060778,Chat,Neutral,1,TRD0047058,TRD0286,12
COM0000244,TRD0216,2024-04-28 03:20:43.144775995,Bloomberg,Positive,1,TRD0040599,TRD0387,7
COM0000245,TRD0497,2024-05-08 08:53:55.101644142,Phone,Neutral,1,TRD0033027,TRD0124,11
COM0000246,TRD0153,2024-11-11 01:24:20.878259683,Email,Neutral,1,TRD0076515,TRD0486,10
COM0000247,TRD0137,2024-11-12 20:52:00.341410661,Chat,Positive,1,TRD0097737,TRD0339,7
COM0000248,TRD0245,2024-02-15 11:57:01.658348087,Chat,Negative,1,TRD0093751,TRD0356,6
COM0000249,TRD0403,2024-02-10 16:46:11.114861463,Chat,Neutral,1,TRD0052778,TRD0303,7
COM0000250,TRD0004,2023-01-18 08:44:11.910183036,Chat,Urgent,1,TRD0072871,TRD0254,3
COM0000251,TRD0125,2023-11-28 11:37:10.143675706,Phone,Neutral,1,TRD0007238,TRD0066,14
COM0000252,TRD0405,2024-11-30 02:38:03.323779970,Email,Negative,1,TRD0061120,TRD0128,7
COM0000253,TRD0348,2022-12-30 03:57:12.410335582,Chat,Positive,1,TRD0036350,TRD0328,13
COM0000254,TRD0056,2024-09-01 05:27:48.507330223,Email,Neutral,1,TRD0103520,TRD0057,5
COM0000255,TRD0011,2024-11-25 10:02:32.577484683,Email,Positive,1,TRD0004978,TRD0289,9
